,city,place,rating,type,user_id
432,Bangalore,Venkatappa Art Gallery Art Gallery,4.3,Art Gallery,12
433,Bangalore,Ragigudda Prasanna Anjaneya Temple Temple,4.4,Temple,12
434,Bangalore,Sankey Tank Lake,4.1,Lake,30
435,Bangalore,Visvesvaraya Industrial And Technological Museum Museum,4.7,Museum,15
436,Bangalore,Vikasa Soudha Offbeat Attraction,4.5,Offbeat Attraction,8
437,Bangalore,Karnatak Chitrakala Parishath Craft,4.9,Craft,5
438,Bangalore,Jumma Masjid Mosque,4.5,Mosque,2
439,Bangalore,St. Marys Basilica Church,4.4,Church,28
440,Bangalore,Shivasamudram Falls Water Fall,4.2,Water Fall,35
441,Bangalore,MG Road Boulevard Craft,4.4,Craft,13
442,Bangalore,Bangalore Fort Fort,4,Fort,2
443,Bangalore,Fun World Theme Park,4.3,Theme Park,27
444,Bangalore,Bangalore Turf Club Club,4.1,Club,16
445,Bangalore,Breakout - Real Life Escape Games Entertainment Centre,4.9,Entertainment Centre,28
446,Bangalore,Dodda Alada Mara (Big Banyan Tree) Park,4,Park,20
447,Bangalore,Indira Gandhi Musical Fountain Park,4.1,Park,33
448,Bangalore,Tipu Sultan Palace Palace,4,Palace,11
449,Bangalore,Kempfort Shiva Temple Temple,4.6,Temple,21
450,Bangalore,Jawaharlal Nehru Planetarium Planetarium,4.5,Planetarium,34
451,Bangalore,Venkataramanaswamy Temple Temple,4.6,Temple,2
452,Bangalore,Lakes Lake,3.8,Lake,33
453,Bangalore,Rangoli Metro Art Center Craft,3.6,Craft,26
454,Bangalore,Meenakshi Temple Temple,4.3,Temple,3
455,Bangalore,Pyramid Valley International Architectural Building,5,Architectural Building,17
456,Bangalore,Lumbini Gardens Garden,3.9,Garden,33
457,Bangalore,Bangalore Airport,4.9,Airport,24
458,Bangalore,Jaganath Temple Temple,4.3,Temple,14
459,Bangalore,Devi Temple Temple,4.4,Temple,23
460,Bangalore,Sri Dakshinamukha Nandi Tirtha Kalyani Kshetra Temple,4.3,Temple,11
461,Bangalore,Snow City Entertainment Centre,3.8,Entertainment Centre,22
462,Bangalore,Aquarium Bangalore Aquarium,4,Aquarium,23
463,Bangalore,Mini Forest Park,4.3,Park,35
464,Bangalore,"Food Street, V V Puram Street",4,Street,22
465,Bangalore,National Gallery Of Modern Art Art Gallery,4.4,Art Gallery,30
466,Bangalore,Kashmir Art Gallery Art Gallery,3.9,Art Gallery,32
467,Bangalore,Government Of Karnataka Museum Museum,4,Museum,26
468,Bangalore,Manchinbele Dam Dam,3.8,Dam,34
469,Bangalore,Garuda Mall Mall,4.1,Mall,8
470,Bangalore,Chunchi Falls Water Fall,4.1,Water Fall,28
471,Bangalore,Attara Kacheri Offbeat Attraction,4.2,Offbeat Attraction,22
472,Bangalore,Raja Rajeshwari Temple Temple,5,Temple,10
473,Bangalore,Innovative Film City Theme Park,3.7,Theme Park,12
474,Bangalore,Thippagondanahalli Reservoir Reservoir,4.3,Reservoir,9
475,Bangalore,Dodda Ganapathi Temple Temple,5,Temple,4
476,Bangalore,Oralakallu Teertha Historic Place,4.1,Historic Place,5
477,Bangalore,Jai Durga Maa Temple Temple,5,Temple,5
478,Bangalore,Mookambika Temple Temple,4.5,Temple,8
479,Bangalore,Skandagiri Hills (Kalavara Durga) Hill,4.8,Hill,11
480,Bangalore,Avalabetta Fort Hill,4.6,Hill,5
481,Bangalore,Thattekere Lake,4.3,Lake,24
482,Bangalore,Kempegowda Tower 3 Historic Place,2.9,Historic Place,33
483,Bangalore,Shanmuga Temple Temple,3.9,Temple,12
484,Bangalore,Shree Mukti Naga Kshetra Religious Place,4.2,Religious Place,29
485,Bangalore,Miracle Centre Church Church,4.2,Church,5
486,Bangalore,Anthargange Walkway,3.6,Walkway,35
487,Bangalore,Devanahalli Fort Fort,3.9,Fort,25
488,Bangalore,Kempegowda Tower 2 Historic Place,4.3,Historic Place,17
489,Bangalore,Sri Kaadu Mallikarjunaswamy Temple Temple,3.6,Temple,1
490,Bangalore,Mantri Square Mall,5,Mall,31
491,Bangalore,Cauvery Karnataka State Arts & Crafts Emporium Art Emporium,3.6,Art Emporium,3
492,Bangalore,Deer Park Park,3.6,Park,29
493,Bangalore,Four Square Gospel Church Church,4.3,Church,3
494,Bangalore,Kerala Art Gallery Art Gallery,3.9,Art Gallery,29
495,Bangalore,Seshadari Iyer Memorial Memorial,4,Memorial,4
496,Bangalore,Sri Vani Science Park Museum,3.6,Museum,30
497,Bangalore,Art Focus Creativity Art Gallery,5,Art Gallery,6
498,Bangalore,Chikkabanavara Lake Lake,4,Lake,27
499,Bangalore,Don Bosco Church Church,5,Church,31
500,Bangalore,Good Shepherd CSI Church Church,4.3,Church,23
501,Bangalore,Mahalingeshwara Temple Temple,5,Temple,6
502,Bangalore,Mukambikey Temple Temple,4.3,Temple,34
503,Bangalore,New Testament Church Church,2.5,Church,34
504,Bangalore,Om Shakthi Temple Temple,4.3,Temple,6
0,Bangalore,Phoenix Market City Mall,4.5,Mall,15
1,Bangalore,Saint Anthony's Friary Church Church,5,Church,16
2,Bangalore,Chikka Tirupathi Temple,5,Temple,23
1,Davanagere,Anekonda,4.3,Hill,2

1,Davanagere,Bagali,4.3,Fort,2
1,Koppal,Navabrindavanam Tomb,4.5,Tomb,2
1,Mangalore,Tannirubhavi Beach Beach,2.7,Beach,3
1,Davanagere,The Loot,4.3,Historic Place,1
1,Bijapur,Anand Mahal Palace,4.2,Palace,1
1,Mysore,Ashtanga Yoga Institute,4.3,Temple,1
1,Davanagere,B S Channa Basappa and Sons,4,Historic Place,1
1,Davanagere,B S Channa Basappa and Sons,4,Historic Place,1
1,Tumkur,Aralaguppe Place of Worship,4,Place of Worship,1
1,Davanagere,Anekonda,3,Hill,3
1,Davanagere,Anekonda,4,Hill,3
1,Davanagere,B S Channa Basappa and Sons,4,Historic Place,3
1,Davanagere,Bagali,4,Fort,3
1,Mysore,Balmuri Waterfalls,3.5,Hill,1
1,Davanagere,Anekonda,4,Hill,1
1,Mysore,Ashtanga Yoga Institute,4,Temple,1
1,Davanagere,Anekonda,4,Hill,1
1,Davanagere,Anekonda,5,Hill,1
1,Mysore,Ashtanga Yoga Institute,4,Temple,1
1,Davanagere,Anekonda,5,Hill,1
1,Davanagere,Anekonda,4,Hill,1
1,Mysore,Balmuri Waterfalls,4,Hill,1
1,Mysore,Balmuri Waterfalls,4,Hill,1
1,Mysore,Ashtanga Yoga Institute,5,Temple,1
1,Mysore,Ashtanga Yoga Institute,5,Temple,1
1,Mysore,Ashtanga Yoga Institute,5,Temple,1
1,Mysore,Ashtanga Yoga Institute,5,Temple,1
1,Davanagere,Anekonda,4,Hill,1
1,Davanagere,Anekonda,5,Hill,1
1,Mysore,Ashtanga Yoga Institute,5,Temple,1
1,Mysore,Ashtanga Yoga Institute,5,Temple,1
1,Mysore,Ashtanga Yoga Institute,5,Temple,1
1,Mysore,Ashtanga Yoga Institute,5,Temple,1
1,Mysore,Ashtanga Yoga Institute,5,Temple,1
1,Mysore,Ashtanga Yoga Institute,5,Temple,1
1,Mysore,Ashtanga Yoga Institute,5,Temple,1
1,Mysore,Ashtanga Yoga Institute,5,Temple,1
1,Mysore,Ashtanga Yoga Institute,5,Temple,1
1,Mysore,Ashtanga Yoga Institute,5,Temple,1
1,Mysore,Ashtanga Yoga Institute,5,Temple,1
1,Mysore,Ashtanga Yoga Institute,5,Temple,1
1,Mysore,Ashtanga Yoga Institute,5,Temple,1
1,Mysore,Ashtanga Yoga Institute,5,Temple,1
1,Mysore,Ashtanga Yoga Institute,5,Temple,1
1,Mysore,Ashtanga Yoga Institute,5,Temple,1
1,Mysore,Ashtanga Yoga Institute,5,Temple,1
1,Mysore,Ashtanga Yoga Institute,5,Temple,1
1,Mysore,Ashtanga Yoga Institute,5,Temple,1
1,Mysore,Ashtanga Yoga Institute,5,Temple,1
1,Mysore,Ashtanga Yoga Institute,5,Temple,1
1,Mysore,Ashtanga Yoga Institute,5,Temple,1
1,Mysore,Ashtanga Yoga Institute,,Temple,1
1,Mysore,Ashtanga Yoga Institute,5,Temple,1
1,Mysore,Ashtanga Yoga Institute,5,Temple,1
1,Mysore,Ashtanga Yoga Institute,5,Temple,1
1,Mysore,Ashtanga Yoga Institute,5,Temple,1
1,Mysore,Brindavan Gardens,5,Gardens,1
1,Mysore,Brindavan Gardens,5,Gardens,1
1,Mysore,Brindavan Gardens,5,Gardens,1
1,Mysore,Brindavan Gardens,5,Gardens,1
1,Mysore,Brindavan Gardens,5,Gardens,1
1,Mysore,Brindavan Gardens,5,Gardens,1
1,Mysore,Brindavan Gardens,5,Gardens,1
1,Mysore,Brindavan Gardens,5,Gardens,1
1,Mysore,Brindavan Gardens,5,Gardens,1
1,Mysore,Brindavan Gardens,5,Gardens,1
1,Mysore,Cheluvamba Park,5,Park,1
1,Mysore,Bonsai Garden,5,Park,1
1,Mysore,Bonsai Garden,5,Park,1
1,Mysore,Bonsai Garden,5,Park,1
1,Mysore,Bonsai Garden,5,Park,1
1,Mysore,Bonsai Garden,5,Park,1
1,Mysore,Bonsai Garden,5,Park,1
1,Mysore,Bonsai Garden,5,Park,1
1,Mysore,Bonsai Garden,5,Park,1
1,Mysore,Bonsai Garden,5,Park,1
1,Mysore,Bonsai Garden,5,Park,1
1,Mysore,Bonsai Garden,5,Park,1
1,Mysore,Bonsai Garden,10,Park,1
1,Mysore,City Shopping,5,Mall,1
